id_sewa,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,total_biaya
1890,Joko 950,Epson 6000 Lumens,2024-06-30,2024-07-03,3000000
1891,Zaki 467,TV Panasonic/LG 43 Inch,2024-09-18,2024-09-25,2100000
1892,Wati 699,Screen 2x3,2026-04-06,2026-04-11,1500000
1893,Dewi 424,TV Panasonic/LG 65 Inch,2023-06-07,2023-06-08,700000
1894,Santi 664,TV Panasonic/LG 55 Inch,2024-09-25,2024-09-28,1650000
1895,Budi 131,Screen 3x4,2024-04-09,2024-04-13,1600000
1896,Dewi 883,TV Panasonic/LG 55 Inch,2024-10-03,2024-10-10,3850000
1897,Citra 722,TV Panasonic/LG 50 Inch,2024-10-02,2024-10-07,2250000
1898,Santi 791,TV Panasonic/LG 55 Inch,2025-10-04,2025-10-05,550000
1899,Dewi 827,Screen 2x3,2025-09-28,2025-10-04,1800000
1900,Rina 179,Epson 6000 Lumens,2023-09-13,2023-09-17,4000000
1901,Fani 401,Screen 2x3,2025-04-23,2025-04-24,300000
1902,Dewi 794,Screen 2x3,2025-03-13,2025-03-20,2100000
1903,Eko 618,TV Panasonic/LG 55 Inch,2025-12-16,2025-12-19,1650000
1904,Eko 137,TV Panasonic/LG 43 Inch,2026-03-15,2026-03-22,2100000
1905,Tono 852,TV Panasonic/LG 43 Inch,2023-11-02,2023-11-03,300000
1906,Fani 851,Screen 3x4,2025-02-12,2025-02-19,2800000
1907,Dewi 249,TV Panasonic/LG 43 Inch,2025-11-27,2025-11-30,900000
1908,Dewi 456,TV Panasonic/LG 43 Inch,2025-03-10,2025-03-14,1200000
1909,Dewi 741,TV Panasonic/LG 55 Inch,2023-01-03,2023-01-04,550000
1910,Rina 511,TV Panasonic/LG 55 Inch,2023-08-31,2023-09-01,550000
1911,Rina 887,TV Panasonic/LG 43 Inch,2026-03-12,2026-03-15,900000
1912,Gani 447,TV Panasonic/LG 50 Inch,2023-01-21,2023-01-22,450000
1913,Santi 925,TV Panasonic/LG 55 Inch,2024-09-30,2024-10-04,2200000
1914,Gani 486,TV Panasonic/LG 43 Inch,2023-02-13,2023-02-15,600000
1915,Joko 627,TV Panasonic/LG 43 Inch,2024-04-23,2024-04-28,1500000
1916,Gani 399,TV Panasonic/LG 43 Inch,2023-10-27,2023-11-03,2100000
1917,Santi 705,Epson 6000 Lumens,2024-05-12,2024-05-19,7000000
1918,Budi 664,Screen 2x3,2025-11-22,2025-11-25,900000
1919,Budi 987,Epson 6000 Lumens,2023-03-16,2023-03-19,3000000
1920,Budi 819,TV Panasonic/LG 50 Inch,2024-07-10,2024-07-11,450000
1921,Andi 967,Screen 3x4,2025-11-11,2025-11-16,2000000
1922,Dewi 612,Screen 3x4,2024-08-27,2024-09-01,2000000
1923,Wati 223,Epson 6000 Lumens,2023-12-17,2023-12-24,7000000
1924,Gani 901,TV Panasonic/LG 50 Inch,2024-04-07,2024-04-13,2700000
1925,Hana 334,TV Panasonic/LG 55 Inch,2023-10-26,2023-10-27,550000
1926,Gani 195,TV Panasonic/LG 75 Inch,2025-05-29,2025-06-04,7200000
1927,Iwan 327,TV Panasonic/LG 55 Inch,2023-02-20,2023-02-24,2200000
1928,Dewi 116,Screen 2x3,2024-02-28,2024-03-06,2100000
1929,Joko 764,Epson 6000 Lumens,2025-04-08,2025-04-12,4000000
1930,Zaki 412,TV Panasonic/LG 43 Inch,2023-04-02,2023-04-05,900000
1931,Santi 886,Epson 6000 Lumens,2025-04-03,2025-04-04,1000000
1932,Zaki 175,TV Panasonic/LG 55 Inch,2024-12-20,2024-12-27,3850000
1933,Andi 620,TV Panasonic/LG 43 Inch,2025-05-31,2025-06-03,900000
1934,Budi 902,TV Panasonic/LG 43 Inch,2023-08-13,2023-08-15,600000
1935,Santi 637,TV Panasonic/LG 55 Inch,2023-02-06,2023-02-13,3850000
1936,Budi 532,Epson 6000 Lumens,2025-04-24,2025-04-26,2000000
1937,Rina 327,Screen 3x4,2024-12-17,2024-12-18,400000
1938,Citra 825,TV Panasonic/LG 50 Inch,2023-05-04,2023-05-10,2700000
1939,Tono 452,Screen 3x4,2025-03-15,2025-03-21,2400000
1940,Rina 611,TV Panasonic/LG 50 Inch,2023-08-22,2023-08-29,3150000
1941,Fani 287,Epson 6000 Lumens,2026-03-08,2026-03-09,1000000
1942,Gani 227,TV Panasonic/LG 43 Inch,2023-11-14,2023-11-18,1200000
1943,Iwan 216,Screen 3x4,2025-09-18,2025-09-22,1600000
1944,Joko 645,Screen 2x3,2026-03-05,2026-03-11,1800000
1945,Gani 425,Screen 2x3,2025-12-17,2025-12-20,900000
1946,Dewi 254,TV Panasonic/LG 43 Inch,2023-05-16,2023-05-22,1800000
1947,Rina 427,TV Panasonic/LG 50 Inch,2024-08-03,2024-08-09,2700000
1948,Fani 146,TV Panasonic/LG 65 Inch,2023-08-12,2023-08-18,4200000
1949,Tono 728,TV Panasonic/LG 43 Inch,2024-10-09,2024-10-10,300000
1950,Budi 533,TV Panasonic/LG 43 Inch,2023-02-12,2023-02-17,1500000
1951,Santi 526,TV Panasonic/LG 43 Inch,2025-10-23,2025-10-29,1800000
1952,Budi 424,Screen 3x4,2023-04-23,2023-04-26,1200000
1953,Gani 638,TV Panasonic/LG 43 Inch,2023-07-05,2023-07-06,300000
1954,Dewi 792,Screen 3x4,2024-07-07,2024-07-14,2800000
1955,Budi 908,TV Panasonic/LG 43 Inch,2024-03-07,2024-03-13,1800000
1956,Budi 146,TV Panasonic/LG 43 Inch,2024-02-05,2024-02-10,1500000
1957,Rina 501,TV Panasonic/LG 65 Inch,2024-08-19,2024-08-24,3500000
1958,Joko 175,TV Panasonic/LG 43 Inch,2025-02-05,2025-02-06,300000
1959,Joko 782,Screen 3x4,2023-07-01,2023-07-03,800000
1960,Rina 472,TV Panasonic/LG 55 Inch,2024-02-18,2024-02-22,2200000
1961,Tono 508,Screen 2x3,2025-09-02,2025-09-09,2100000
1962,Joko 480,TV Panasonic/LG 50 Inch,2023-07-30,2023-08-04,2250000
1963,Zaki 968,Epson 6000 Lumens,2024-06-23,2024-06-29,6000000
1964,Iwan 318,TV Panasonic/LG 43 Inch,2025-09-13,2025-09-15,600000
1965,Gani 433,TV Panasonic/LG 50 Inch,2025-03-11,2025-03-16,2250000
1966,Budi 540,TV Panasonic/LG 43 Inch,2023-06-24,2023-06-27,900000
1967,Fani 732,TV Panasonic/LG 50 Inch,2024-10-16,2024-10-23,3150000
1968,Gani 313,TV Panasonic/LG 65 Inch,2023-02-23,2023-02-27,2800000
1969,Rina 288,TV Panasonic/LG 65 Inch,2025-08-02,2025-08-09,4900000
1970,Fani 659,TV Panasonic/LG 43 Inch,2023-05-24,2023-05-31,2100000
1971,Hana 900,TV Panasonic/LG 43 Inch,2023-05-18,2023-05-24,1800000
1972,Citra 580,TV Panasonic/LG 50 Inch,2023-06-11,2023-06-16,2250000
1973,Dewi 227,TV Panasonic/LG 50 Inch,2023-09-26,2023-09-28,900000
1974,Dewi 216,TV Panasonic/LG 55 Inch,2024-05-25,2024-06-01,3850000
1975,Fani 771,Screen 3x4,2025-10-16,2025-10-22,2400000
1976,Wati 354,Epson 6000 Lumens,2025-08-14,2025-08-19,5000000
1977,Dewi 655,TV Panasonic/LG 43 Inch,2024-01-12,2024-01-15,900000
1978,Gani 763,Screen 2x3,2024-01-27,2024-01-30,900000
1979,Hana 608,TV Panasonic/LG 50 Inch,2023-02-06,2023-02-10,1800000
1980,Dewi 898,TV Panasonic/LG 50 Inch,2023-06-24,2023-06-29,2250000
1981,Eko 748,TV Panasonic/LG 43 Inch,2025-10-13,2025-10-16,900000
1982,Dewi 113,TV Panasonic/LG 50 Inch,2023-07-06,2023-07-11,2250000
1983,Santi 159,TV Panasonic/LG 43 Inch,2025-05-30,2025-06-03,1200000
1984,Rina 282,Screen 2x3,2023-10-10,2023-10-16,1800000
1985,Iwan 855,Epson 6000 Lumens,2024-02-07,2024-02-08,1000000
1986,Joko 214,Epson 6000 Lumens,2025-07-27,2025-08-01,5000000
1987,Hana 929,Epson 6000 Lumens,2024-12-21,2024-12-23,2000000
1988,Gani 955,Screen 2x3,2024-07-24,2024-07-27,900000
1989,Joko 115,TV Panasonic/LG 55 Inch,2024-05-26,2024-05-29,1650000
1990,Zaki 414,TV Panasonic/LG 43 Inch,2024-04-03,2024-04-07,1200000
1991,Santi 793,Screen 2x3,2025-05-03,2025-05-06,900000
1992,Fani 126,TV Panasonic/LG 50 Inch,2023-02-17,2023-02-21,1800000
1993,Zaki 751,TV Panasonic/LG 50 Inch,2026-02-16,2026-02-19,1350000
1994,Hana 711,Epson 6000 Lumens,2024-03-14,2024-03-20,6000000
1995,Hana 231,TV Panasonic/LG 43 Inch,2024-06-21,2024-06-27,1800000
1996,Andi 862,Screen 2x3,2024-12-22,2024-12-28,1800000
1997,Citra 433,Epson 6000 Lumens,2023-01-06,2023-01-11,5000000
1998,Rina 830,TV Panasonic/LG 43 Inch,2025-07-29,2025-07-30,300000
1999,Andi 389,TV Panasonic/LG 50 Inch,2024-08-18,2024-08-20,900000
2000,Rina 901,Epson 6000 Lumens,2025-11-03,2025-11-04,1000000
2001,Citra 740,TV Panasonic/LG 43 Inch,2023-09-09,2023-09-12,900000
2002,Iwan 549,TV Panasonic/LG 43 Inch,2024-01-08,2024-01-13,1500000
2003,Citra 893,TV Panasonic/LG 75 Inch,2025-09-10,2025-09-11,1200000
2004,Dewi 699,Epson 6000 Lumens,2025-06-22,2025-06-24,2000000
2005,Dewi 938,TV Panasonic/LG 43 Inch,2026-04-19,2026-04-23,1200000
2006,Gani 577,TV Panasonic/LG 55 Inch,2025-11-25,2025-11-26,550000
2007,Gani 129,Screen 2x3,2025-09-25,2025-09-29,1200000
2008,Fani 534,TV Panasonic/LG 55 Inch,2025-09-28,2025-10-04,3300000
2009,Tono 628,TV Panasonic/LG 65 Inch,2024-09-25,2024-09-29,2800000
2010,Wati 571,TV Panasonic/LG 43 Inch,2025-07-10,2025-07-14,1200000
2011,Santi 529,TV Panasonic/LG 43 Inch,2024-12-19,2024-12-20,300000
2012,Gani 642,TV Panasonic/LG 65 Inch,2025-10-23,2025-10-26,2100000
2013,Dewi 878,Screen 3x4,2025-02-04,2025-02-09,2000000
2014,Andi 455,TV Panasonic/LG 43 Inch,2023-11-11,2023-11-16,1500000
2015,Gani 373,TV Panasonic/LG 55 Inch,2025-04-07,2025-04-12,2750000
2016,Gani 866,TV Panasonic/LG 65 Inch,2025-05-19,2025-05-23,2800000
2017,Wati 839,TV Panasonic/LG 43 Inch,2025-08-16,2025-08-21,1500000
2018,Zaki 426,Screen 2x3,2026-01-29,2026-02-01,900000
2019,Gani 587,TV Panasonic/LG 50 Inch,2024-12-17,2024-12-24,3150000
2020,Dewi 452,TV Panasonic/LG 50 Inch,2024-12-08,2024-12-13,2250000
2021,Eko 644,TV Panasonic/LG 50 Inch,2024-08-29,2024-08-31,900000
2022,Andi 460,Epson 6000 Lumens,2024-11-22,2024-11-28,6000000
2023,Fani 815,Epson 6000 Lumens,2025-12-07,2025-12-08,1000000
2024,Hana 254,TV Panasonic/LG 50 Inch,2025-12-25,2025-12-30,2250000
2025,Rina 999,Epson 6000 Lumens,2024-09-18,2024-09-22,4000000
2026,Budi 322,TV Panasonic/LG 65 Inch,2025-03-10,2025-03-11,700000
2027,Wati 281,TV Panasonic/LG 55 Inch,2024-12-08,2024-12-15,3850000
2028,Andi 708,TV Panasonic/LG 50 Inch,2023-07-20,2023-07-24,1800000
2029,Dewi 520,TV Panasonic/LG 43 Inch,2023-04-01,2023-04-04,900000
2030,Dewi 715,TV Panasonic/LG 65 Inch,2024-12-17,2024-12-24,4900000
2031,Zaki 310,TV Panasonic/LG 43 Inch,2024-01-14,2024-01-21,2100000
2032,Rina 318,TV Panasonic/LG 43 Inch,2023-03-15,2023-03-20,1500000
2033,Hana 635,TV Panasonic/LG 43 Inch,2024-05-22,2024-05-23,300000
2034,Dewi 750,TV Panasonic/LG 50 Inch,2025-06-05,2025-06-10,2250000
2035,Eko 915,TV Panasonic/LG 65 Inch,2025-04-29,2025-05-03,2800000
2036,Zaki 420,Screen 2x3,2026-04-25,2026-04-29,1200000
2037,Eko 601,Screen 2x3,2025-08-07,2025-08-11,1200000
2038,Iwan 374,TV Panasonic/LG 55 Inch,2024-12-18,2024-12-21,1650000
2039,Dewi 575,Screen 3x4,2025-07-23,2025-07-30,2800000
2040,Andi 783,TV Panasonic/LG 50 Inch,2025-07-14,2025-07-18,1800000
2041,Gani 505,TV Panasonic/LG 65 Inch,2023-06-02,2023-06-06,2800000
2042,Citra 600,TV Panasonic/LG 50 Inch,2026-03-07,2026-03-13,2700000
2043,Tono 241,Screen 2x3,2024-06-14,2024-06-20,1800000
2044,Joko 873,TV Panasonic/LG 55 Inch,2026-03-04,2026-03-08,2200000
2045,Eko 251,TV Panasonic/LG 50 Inch,2026-04-04,2026-04-06,900000
2046,Hana 886,TV Panasonic/LG 55 Inch,2025-02-22,2025-02-25,1650000
2047,Zaki 498,TV Panasonic/LG 43 Inch,2024-01-25,2024-02-01,2100000
2048,Joko 310,TV Panasonic/LG 43 Inch,2023-04-23,2023-04-29,1800000
2049,Andi 798,Epson 6000 Lumens,2024-12-11,2024-12-13,2000000
2050,Eko 422,TV Panasonic/LG 55 Inch,2023-06-02,2023-06-05,1650000
2051,Rina 541,Screen 2x3,2024-09-06,2024-09-12,1800000
2052,Joko 697,Epson 6000 Lumens,2023-04-15,2023-04-20,5000000
2053,Citra 466,TV Panasonic/LG 43 Inch,2024-04-20,2024-04-21,300000
2054,Budi 962,TV Panasonic/LG 55 Inch,2025-04-22,2025-04-28,3300000
2055,Hana 856,TV Panasonic/LG 43 Inch,2023-10-14,2023-10-18,1200000
2056,Andi 509,TV Panasonic/LG 50 Inch,2024-01-29,2024-02-03,2250000
2057,Tono 457,TV Panasonic/LG 50 Inch,2024-04-02,2024-04-05,1350000
2058,Dewi 941,Screen 2x3,2023-06-12,2023-06-19,2100000
2059,Andi 401,Epson 6000 Lumens,2024-05-13,2024-05-15,2000000
2060,Dewi 808,TV Panasonic/LG 50 Inch,2025-05-16,2025-05-18,900000
2061,Andi 335,Screen 2x3,2023-11-12,2023-11-19,2100000
2062,Citra 796,Epson 6000 Lumens,2023-07-06,2023-07-09,3000000
2063,Tono 378,TV Panasonic/LG 50 Inch,2025-01-08,2025-01-10,900000
2064,Dewi 806,TV Panasonic/LG 50 Inch,2024-10-09,2024-10-14,2250000
2065,Eko 791,TV Panasonic/LG 50 Inch,2023-01-11,2023-01-15,1800000
2066,Gani 664,TV Panasonic/LG 43 Inch,2026-02-25,2026-03-03,1800000
2067,Joko 113,TV Panasonic/LG 55 Inch,2026-03-09,2026-03-13,2200000
2068,Budi 572,TV Panasonic/LG 65 Inch,2026-03-26,2026-03-31,3500000
2069,Zaki 802,Epson 6000 Lumens,2023-01-02,2023-01-07,5000000
2070,Fani 462,TV Panasonic/LG 43 Inch,2023-11-19,2023-11-22,900000
2071,Iwan 896,TV Panasonic/LG 50 Inch,2024-01-19,2024-01-25,2700000
2072,Eko 288,TV Panasonic/LG 43 Inch,2023-01-02,2023-01-05,900000
2073,Fani 615,TV Panasonic/LG 43 Inch,2024-01-12,2024-01-14,600000
2074,Andi 877,TV Panasonic/LG 43 Inch,2026-01-24,2026-01-25,300000
2075,Hana 989,TV Panasonic/LG 50 Inch,2025-02-26,2025-02-27,450000
2076,Dewi 880,TV Panasonic/LG 50 Inch,2024-04-04,2024-04-11,3150000
2077,Iwan 295,Epson 6000 Lumens,2023-08-28,2023-09-01,4000000
2078,Fani 914,TV Panasonic/LG 43 Inch,2025-08-21,2025-08-28,2100000
2079,Gani 466,TV Panasonic/LG 43 Inch,2024-01-28,2024-01-30,600000
2080,Iwan 862,TV Panasonic/LG 65 Inch,2025-12-31,2026-01-06,4200000
2081,Hana 160,TV Panasonic/LG 55 Inch,2024-04-10,2024-04-13,1650000
2082,Zaki 875,Screen 3x4,2024-02-21,2024-02-27,2400000
2083,Tono 601,Screen 2x3,2025-12-26,2026-01-02,2100000
2084,Andi 803,TV Panasonic/LG 43 Inch,2023-09-11,2023-09-14,900000
2085,Zaki 191,TV Panasonic/LG 50 Inch,2024-08-21,2024-08-26,2250000
2086,Gani 175,Screen 3x4,2023-02-23,2023-02-27,1600000
2087,Iwan 775,TV Panasonic/LG 55 Inch,2025-04-27,2025-05-03,3300000
2088,Wati 549,TV Panasonic/LG 50 Inch,2026-01-06,2026-01-08,900000
2089,Iwan 818,TV Panasonic/LG 75 Inch,2024-04-19,2024-04-23,4800000
2090,Eko 403,TV Panasonic/LG 50 Inch,2023-11-04,2023-11-10,2700000
2091,Wati 683,TV Panasonic/LG 55 Inch,2025-12-03,2025-12-05,1100000
2092,Iwan 372,TV Panasonic/LG 43 Inch,2024-01-05,2024-01-07,600000
2093,Hana 729,Screen 2x3,2023-01-19,2023-01-20,300000
2094,Tono 613,TV Panasonic/LG 65 Inch,2023-01-29,2023-02-04,4200000
2095,Joko 813,TV Panasonic/LG 55 Inch,2024-01-04,2024-01-07,1650000
2096,Andi 261,TV Panasonic/LG 50 Inch,2025-10-13,2025-10-17,1800000
2097,Hana 872,TV Panasonic/LG 43 Inch,2025-02-22,2025-02-28,1800000
2098,Gani 506,TV Panasonic/LG 55 Inch,2024-07-18,2024-07-25,3850000
2099,Budi 368,TV Panasonic/LG 43 Inch,2025-09-29,2025-10-05,1800000
2100,Iwan 599,TV Panasonic/LG 43 Inch,2024-07-09,2024-07-14,1500000
2101,Tono 958,Epson 6000 Lumens,2025-09-14,2025-09-21,7000000
2102,Dewi 510,Epson 6000 Lumens,2023-04-10,2023-04-14,4000000
2103,Fani 129,TV Panasonic/LG 50 Inch,2025-09-19,2025-09-24,2250000
2104,Rina 232,TV Panasonic/LG 55 Inch,2025-02-02,2025-02-05,1650000
2105,Santi 970,TV Panasonic/LG 43 Inch,2023-12-29,2023-12-31,600000
2106,Eko 862,Screen 2x3,2025-12-11,2025-12-17,1800000
2107,Citra 350,TV Panasonic/LG 43 Inch,2023-10-18,2023-10-20,600000
2108,Rina 266,Epson 6000 Lumens,2023-10-23,2023-10-24,1000000
2109,Gani 333,TV Panasonic/LG 43 Inch,2024-04-17,2024-04-20,900000
2110,Joko 522,TV Panasonic/LG 50 Inch,2023-12-23,2023-12-24,450000
2111,Santi 439,Screen 3x4,2025-01-12,2025-01-13,400000
2112,Gani 298,TV Panasonic/LG 55 Inch,2026-02-11,2026-02-13,1100000
2113,Rina 253,TV Panasonic/LG 55 Inch,2024-06-11,2024-06-16,2750000
2114,Tono 188,Screen 3x4,2023-04-19,2023-04-20,400000
2115,Wati 405,TV Panasonic/LG 43 Inch,2023-12-08,2023-12-14,1800000
2116,Eko 934,Screen 3x4,2024-06-05,2024-06-07,800000
2117,Dewi 734,Epson 6000 Lumens,2026-02-13,2026-02-16,3000000
2118,Dewi 569,Epson 6000 Lumens,2025-06-20,2025-06-23,3000000
2119,Citra 657,TV Panasonic/LG 50 Inch,2024-08-20,2024-08-26,2700000
2120,Gani 404,TV Panasonic/LG 43 Inch,2025-01-16,2025-01-19,900000
2121,Santi 594,Screen 3x4,2025-11-29,2025-12-04,2000000
2122,Joko 493,TV Panasonic/LG 50 Inch,2023-12-16,2023-12-23,3150000
2123,Citra 441,Epson 6000 Lumens,2024-04-10,2024-04-11,1000000
2124,Andi 979,TV Panasonic/LG 43 Inch,2024-05-14,2024-05-16,600000
2125,Eko 903,TV Panasonic/LG 50 Inch,2023-12-15,2023-12-19,1800000
2126,Andi 932,TV Panasonic/LG 43 Inch,2024-03-07,2024-03-08,300000
2127,Zaki 148,TV Panasonic/LG 50 Inch,2025-08-04,2025-08-10,2700000
2128,Rina 649,TV Panasonic/LG 43 Inch,2023-04-19,2023-04-20,300000
2129,Rina 106,TV Panasonic/LG 50 Inch,2025-11-24,2025-11-30,2700000
2130,Wati 359,TV Panasonic/LG 50 Inch,2023-03-02,2023-03-04,900000
2131,Iwan 719,TV Panasonic/LG 75 Inch,2026-04-18,2026-04-20,2400000
2132,Tono 330,Screen 2x3,2025-01-12,2025-01-14,600000
2133,Zaki 599,Epson 6000 Lumens,2025-03-29,2025-04-01,3000000
2134,Joko 622,TV Panasonic/LG 55 Inch,2026-04-14,2026-04-20,3300000
2135,Santi 671,TV Panasonic/LG 50 Inch,2024-09-18,2024-09-19,450000
2136,Santi 477,TV Panasonic/LG 75 Inch,2024-01-03,2024-01-04,1200000
2137,Rina 771,TV Panasonic/LG 43 Inch,2025-12-18,2025-12-25,2100000
2138,Citra 452,TV Panasonic/LG 50 Inch,2025-10-12,2025-10-13,450000
2139,Wati 416,TV Panasonic/LG 50 Inch,2023-10-14,2023-10-21,3150000
2140,Joko 479,TV Panasonic/LG 50 Inch,2024-02-10,2024-02-12,900000
2141,Rina 671,Epson 6000 Lumens,2023-08-03,2023-08-09,6000000
2142,Andi 125,TV Panasonic/LG 75 Inch,2024-03-11,2024-03-14,3600000
2143,Budi 567,TV Panasonic/LG 43 Inch,2025-06-29,2025-07-01,600000
2144,Dewi 830,TV Panasonic/LG 55 Inch,2025-03-10,2025-03-12,1100000
2145,Budi 893,TV Panasonic/LG 50 Inch,2024-07-29,2024-08-01,1350000
2146,Wati 152,TV Panasonic/LG 43 Inch,2026-04-19,2026-04-24,1500000
2147,Tono 792,Screen 2x3,2025-08-27,2025-09-03,2100000
2148,Andi 514,TV Panasonic/LG 50 Inch,2024-12-27,2024-12-30,1350000
2149,Joko 779,Screen 3x4,2024-03-18,2024-03-23,2000000
2150,Andi 723,TV Panasonic/LG 65 Inch,2024-11-12,2024-11-13,700000
2151,Citra 656,TV Panasonic/LG 43 Inch,2023-01-25,2023-01-31,1800000
2152,Santi 392,Screen 3x4,2025-04-24,2025-04-30,2400000
2153,Iwan 260,TV Panasonic/LG 43 Inch,2025-03-20,2025-03-22,600000
2154,Gani 444,TV Panasonic/LG 75 Inch,2025-10-25,2025-10-31,7200000
2155,Dewi 738,Epson 6000 Lumens,2026-01-10,2026-01-16,6000000
2156,Santi 330,TV Panasonic/LG 65 Inch,2024-12-26,2024-12-30,2800000
2157,Hana 719,Screen 2x3,2023-07-28,2023-08-04,2100000
2158,Fani 553,TV Panasonic/LG 75 Inch,2024-09-19,2024-09-20,1200000
2159,Dewi 549,TV Panasonic/LG 50 Inch,2026-03-07,2026-03-10,1350000
2160,Joko 153,TV Panasonic/LG 43 Inch,2024-03-12,2024-03-16,1200000
2161,Andi 352,TV Panasonic/LG 55 Inch,2025-03-15,2025-03-20,2750000
2162,Fani 136,TV Panasonic/LG 50 Inch,2026-04-09,2026-04-16,3150000
2163,Wati 851,Epson 6000 Lumens,2026-02-23,2026-03-01,6000000
2164,Joko 167,TV Panasonic/LG 55 Inch,2023-10-11,2023-10-15,2200000
2165,Fani 584,TV Panasonic/LG 43 Inch,2025-03-14,2025-03-15,300000
2166,Tono 253,Screen 3x4,2026-04-04,2026-04-11,2800000
2167,Andi 851,Screen 3x4,2024-11-11,2024-11-15,1600000
2168,Zaki 473,Screen 3x4,2025-01-07,2025-01-14,2800000
2169,Santi 695,TV Panasonic/LG 65 Inch,2023-04-30,2023-05-02,1400000
2170,Joko 738,Epson 6000 Lumens,2025-09-10,2025-09-16,6000000
2171,Iwan 891,TV Panasonic/LG 43 Inch,2023-03-06,2023-03-12,1800000
2172,Hana 654,TV Panasonic/LG 43 Inch,2023-06-02,2023-06-04,600000
2173,Santi 728,TV Panasonic/LG 43 Inch,2023-10-26,2023-11-02,2100000
2174,Wati 560,TV Panasonic/LG 55 Inch,2023-07-02,2023-07-05,1650000
2175,Citra 905,TV Panasonic/LG 43 Inch,2024-05-27,2024-05-31,1200000
2176,Fani 226,Epson 6000 Lumens,2024-08-31,2024-09-06,6000000
2177,Budi 801,TV Panasonic/LG 50 Inch,2024-12-20,2024-12-25,2250000
2178,Joko 553,TV Panasonic/LG 55 Inch,2023-07-21,2023-07-26,2750000
2179,Santi 472,TV Panasonic/LG 43 Inch,2024-01-23,2024-01-27,1200000
2180,Fani 578,TV Panasonic/LG 50 Inch,2025-08-06,2025-08-09,1350000
2181,Joko 127,TV Panasonic/LG 43 Inch,2023-03-13,2023-03-14,300000
2182,Citra 183,Epson 6000 Lumens,2026-02-23,2026-02-27,4000000
2183,Rina 910,TV Panasonic/LG 43 Inch,2025-10-25,2025-10-30,1500000
2184,Tono 848,TV Panasonic/LG 50 Inch,2025-09-28,2025-10-03,2250000
2185,Rina 867,TV Panasonic/LG 55 Inch,2024-03-19,2024-03-24,2750000
2186,Fani 186,Screen 3x4,2024-01-06,2024-01-13,2800000
2187,Iwan 622,Screen 2x3,2025-12-05,2025-12-10,1500000
2188,Gani 862,Screen 2x3,2024-11-10,2024-11-15,1500000
2189,Fani 411,Epson 6000 Lumens,2023-06-28,2023-07-01,3000000
2190,Tono 507,TV Panasonic/LG 55 Inch,2024-09-27,2024-09-29,1100000
2191,Hana 544,TV Panasonic/LG 50 Inch,2024-09-24,2024-09-30,2700000
2192,Gani 848,TV Panasonic/LG 43 Inch,2026-02-28,2026-03-05,1500000
2193,Budi 492,TV Panasonic/LG 50 Inch,2026-04-09,2026-04-14,2250000
2194,Iwan 641,TV Panasonic/LG 43 Inch,2024-01-23,2024-01-27,1200000
2195,Iwan 336,TV Panasonic/LG 43 Inch,2024-10-05,2024-10-06,300000
2196,Andi 510,TV Panasonic/LG 65 Inch,2023-01-31,2023-02-05,3500000
2197,Iwan 863,Screen 2x3,2023-06-04,2023-06-11,2100000
2198,Dewi 925,Screen 2x3,2025-04-09,2025-04-10,300000
2199,Fani 331,Screen 2x3,2023-12-15,2023-12-19,1200000
2200,Iwan 449,Screen 3x4,2025-06-03,2025-06-09,2400000
2201,Wati 865,Epson 6000 Lumens,2024-03-29,2024-03-30,1000000
2202,Santi 444,TV Panasonic/LG 65 Inch,2025-05-10,2025-05-12,1400000
2203,Rina 372,TV Panasonic/LG 43 Inch,2023-06-23,2023-06-27,1200000
2204,Fani 198,TV Panasonic/LG 43 Inch,2025-08-17,2025-08-19,600000
2205,Hana 525,TV Panasonic/LG 75 Inch,2023-09-26,2023-09-29,3600000
2206,Fani 673,TV Panasonic/LG 43 Inch,2025-09-12,2025-09-17,1500000
2207,Citra 582,Screen 2x3,2023-09-22,2023-09-23,300000
2208,Dewi 988,Screen 3x4,2025-11-25,2025-11-30,2000000
2209,Fani 190,TV Panasonic/LG 50 Inch,2024-05-22,2024-05-23,450000
2210,Dewi 964,TV Panasonic/LG 43 Inch,2023-05-09,2023-05-16,2100000
2211,Iwan 380,TV Panasonic/LG 43 Inch,2023-12-16,2023-12-19,900000
2212,Budi 137,TV Panasonic/LG 50 Inch,2024-07-24,2024-07-25,450000
2213,Wati 681,Epson 6000 Lumens,2024-05-26,2024-05-30,4000000
2214,Budi 353,TV Panasonic/LG 43 Inch,2026-04-19,2026-04-25,1800000
2215,Rina 390,Epson 6000 Lumens,2024-12-22,2024-12-28,6000000
2216,Santi 650,Screen 3x4,2024-11-21,2024-11-25,1600000
2217,Eko 100,TV Panasonic/LG 43 Inch,2024-12-19,2024-12-23,1200000
2218,Joko 954,Screen 3x4,2025-09-06,2025-09-10,1600000
2219,Zaki 328,TV Panasonic/LG 50 Inch,2025-01-01,2025-01-05,1800000
2220,Andi 882,TV Panasonic/LG 75 Inch,2023-02-02,2023-02-06,4800000
2221,Wati 883,TV Panasonic/LG 43 Inch,2025-03-20,2025-03-23,900000
2222,Rina 904,TV Panasonic/LG 43 Inch,2025-07-24,2025-07-31,2100000
2223,Iwan 831,TV Panasonic/LG 50 Inch,2025-04-04,2025-04-07,1350000
2224,Citra 409,TV Panasonic/LG 50 Inch,2025-09-24,2025-10-01,3150000
